,미나리,깻잎,부추,무,열무,당근,감자,고구마,도라지 ,콩나물,버섯,오이,고추(풋고추),호박,가지,토마토,파,양파,마늘,브로콜리,고사리,파프리카,단무지,김(김+맛김),미역,초콜릿,사탕,껌,아이스크림,과자(비스킷+스낵과자+파이),설탕,잼,꿀,물엿,고추가루,참깨,생강,소금,간장,된장,소스(양념소스),고추장,카레,식초,드레싱,다시(혼합조미료),스프,영유아식(이유식),김치,반찬(밑반찬),냉동식품,인스턴트(즉석식품),편의점도시락,삼각김밥,커피,차,주스,두유,생수,"음료(기능성음료, 탄산음료, 기타 음료)",소주,와인(과실주),맥주,막걸리,양주(양주+약주),담배,"남자옷(남자외의, 남자상의, 남자하의, 남자내의)"
2020-01-06,0.54352,14.66886,47.88732,72.10914,14.98578,12.02604,6.47492,49.52426,41.5127,39.54557,52.03385,33.27133,21.3471,25.16083,38.83713,21.16454,11.23486,100.0,25.10726,73.41133,20.02492,19.21901,6.84755,80.4678,13.77949,14.82854,13.35747,52.39151,27.11848,14.36584,19.93116,100.0,59.24621,70.6465,21.65546,19.44698,22.28712,1.66372,46.45884,11.47614,53.02436,41.29644,56.18031,47.9911,64.26526,64.26526,58.66061,77.35698,22.05626,59.00386,24.24371,48.22592,38.94528,37.12278,40.6397,76.50889,40.87282,64.19474,13.37928,43.197,41.64841,28.38157,62.46953,40.31531,11.87912,8.15939,64.44084
2020-01-13,0.5644,14.3605,47.43506,67.07492,14.1821,12.12585,6.01533,44.36378,46.91429,38.67916,57.23559,34.3826,21.52129,24.35023,38.78722,18.58662,10.99628,18.0005,20.08091,69.97782,23.00563,18.82104,6.90653,85.56064,13.34385,15.63513,12.6796,69.59138,26.25187,14.26064,19.61827,18.73551,70.00743,72.00208,20.60428,19.07332,21.26845,1.67308,48.06312,11.46187,50.91156,41.45799,56.92366,49.18789,59.87595,59.87595,52.82428,76.14112,22.01891,55.44907,21.23555,46.52425,38.43111,36.35535,40.58918,82.2372,37.68133,61.3489,12.33786,43.03662,39.49489,30.03877,59.5565,33.89222,12.38105,8.48001,65.99135
2020-01-20,0.54156,11.1872,38.36412,62.77917,14.08409,9.77681,4.13801,26.07474,48.26148,34.35593,54.70457,27.31912,20.75816,20.61888,32.05789,12.92684,10.84434,14.77124,16.15381,54.98202,41.90873,14.37083,5.62228,67.10875,9.81785,5.19179,10.42873,54.45042,25.57165,11.2719,14.95619,16.36398,50.00743,54.22314,14.8314,15.5609,15.18229,1.44432,100.0,10.46528,38.67779,31.26009,34.10845,41.64814,49.28435,49.28435,40.10327,61.47099,16.35015,32.88345,13.12882,34.82983,34.10678,24.28459,38.02141,70.55127,29.08607,38.812,8.26116,32.15717,38.32926,32.03706,57.65412,48.38171,13.31666,7.98284,61.0967
2020-01-27,1.23422,13.49994,41.09058,66.93984,14.49573,12.52277,5.51067,43.65828,42.98178,36.53965,50.33281,33.89612,21.53373,22.86412,37.41473,19.45834,11.28384,22.36526,31.33913,73.07486,24.34966,20.07871,6.54726,70.21461,11.94339,3.46613,13.29663,56.19258,31.10948,13.60811,18.81518,10.75396,50.14629,61.31386,20.21368,15.7851,21.06414,1.54726,52.51076,13.53251,46.89044,46.28432,50.29066,58.6083,56.91793,56.91793,50.14864,85.20364,24.93687,48.28975,20.84466,47.4656,41.48978,30.08584,38.35339,79.02678,38.6968,66.59923,17.7793,39.85565,39.97023,25.81371,60.35907,35.25191,44.26005,8.20922,77.32576
2020-02-03,1.22921,14.24934,46.32381,70.0108,15.97569,18.09593,6.69359,51.19203,42.74441,43.06427,53.13501,36.73391,21.19364,25.07076,40.8501,21.63823,12.14274,21.92703,27.5142,81.63951,31.0969,23.28664,7.10761,75.07113,14.1625,5.86326,16.36732,61.38739,35.38295,15.72229,21.21923,11.51709,48.68336,72.78415,23.14894,18.42564,21.36341,1.89457,50.44998,14.76756,55.12012,49.46486,60.94062,53.56471,58.70706,58.70706,57.78438,83.19048,29.43916,62.23036,25.82426,50.83272,42.14897,36.69354,40.32071,79.48541,40.59477,70.29102,15.46964,42.90296,40.0405,25.96817,64.15789,38.4718,12.19929,8.37927,74.21393
2020-02-10,1.51551,14.42504,48.63677,70.15489,18.83759,17.59688,7.22663,53.91925,38.41416,57.21863,53.53767,40.22511,23.09319,28.5126,42.29745,27.62505,14.35029,19.93845,25.96951,79.81188,23.47712,21.76953,7.42399,74.07282,15.01915,10.66691,23.1402,60.5955,34.63356,15.18029,22.4395,30.00627,46.22365,78.36287,24.34947,18.50867,18.64406,2.24083,47.29359,14.28862,55.44385,52.09006,61.43143,57.00119,63.21564,63.21564,56.43874,84.5658,27.87972,64.97272,24.69408,50.81462,40.79103,35.41883,42.22597,81.3658,41.48936,70.58066,14.29036,47.26009,40.14384,28.29469,68.82468,44.26926,12.78859,8.86344,84.99189
2020-02-17,1.665,15.78041,53.96046,70.86635,20.07252,15.69351,8.65549,67.55174,38.42057,53.66457,53.98964,41.1933,22.96462,28.4354,44.11079,27.8648,14.36787,22.64768,27.98005,77.63248,21.82419,20.61959,7.34355,85.98987,14.98114,3.29597,17.80417,54.3554,44.0817,16.8281,22.7211,10.63562,51.17282,69.76016,24.13694,17.73644,21.4411,2.04846,53.48897,15.17109,55.34162,51.35298,69.48441,57.08668,63.66889,63.66889,62.76013,83.31007,31.13553,74.44332,66.18796,76.66545,43.20369,34.61238,38.54969,80.77875,44.6204,78.1941,26.58625,45.62951,37.08924,24.37854,68.03995,35.35618,12.20056,8.24929,71.26418
2020-02-24,1.36967,18.76725,60.26618,78.15201,26.59021,21.93632,11.87097,79.9964,54.7729,56.92688,60.38294,48.2377,23.90195,26.6598,43.35385,41.19783,19.38319,44.89803,37.3585,87.56595,23.13028,24.75759,8.09426,95.69327,16.91956,3.16004,21.63093,53.65853,52.56715,22.872,28.93199,9.73966,59.06273,77.32012,30.57039,18.47546,100.0,1.97957,63.98852,15.90885,57.89742,67.13449,90.27923,74.23491,61.66507,61.66507,65.96776,81.66234,42.38948,93.44917,100.0,100.0,53.28938,36.9797,38.74455,82.92056,45.18858,85.99604,32.73952,46.00374,42.97524,26.39132,76.99898,46.5382,12.60236,8.65548,74.08427
2020-03-02,1.72388,20.81107,69.78937,79.27773,37.18514,19.9169,11.02023,73.11776,61.57942,87.5873,65.42033,53.40296,24.86416,30.47478,49.1765,40.61241,19.91938,40.52353,32.33623,91.51181,26.05137,27.12121,8.15325,80.75717,16.15647,3.23712,35.7387,56.76274,65.18004,21.29837,31.35168,10.83607,62.62831,80.03128,33.54012,21.29037,44.80158,2.50391,63.11464,16.33073,61.40739,68.98222,100.0,70.64455,64.59923,64.59923,70.66186,88.89774,39.82538,100.0,54.9881,78.34902,54.47593,38.4105,42.69651,88.8048,45.20067,77.25162,19.24807,45.54931,42.20228,28.44271,76.25587,62.35402,12.86576,8.67822,77.89303
2020-03-09,2.07026,23.6258,79.84235,79.48487,44.29089,19.37142,100.0,76.33211,55.63895,100.0,82.97312,57.84804,26.32408,33.17678,51.06471,41.16058,21.14495,40.45926,35.29483,86.47243,28.6202,28.99452,8.17201,81.49505,16.55995,4.27896,100.0,60.53215,67.72798,21.18298,32.34772,9.51989,59.39003,90.04171,35.06232,23.25002,34.33858,2.22523,61.52341,20.9489,62.65121,66.06421,84.93757,70.43939,64.26526,64.26526,70.19245,90.6252,37.6418,96.77515,45.73419,72.62853,57.89057,41.36316,45.64533,91.66666,46.62717,76.61256,17.29369,52.17856,43.35551,30.61638,76.71363,65.65315,11.99775,8.52766,80.92922
2020-03-16,1.96327,24.15289,78.98953,80.99783,53.20003,23.55883,81.44321,76.29011,56.38953,59.86208,68.00887,62.91314,27.87109,32.63638,53.01946,43.12632,27.06313,41.66098,40.23538,84.39244,33.43269,28.73287,7.77521,77.93103,16.22664,2.7422,19.28447,59.17009,71.25206,19.59044,33.13516,13.86688,62.32085,92.02294,37.26233,23.57386,31.53002,2.38147,64.22329,16.13508,67.54131,67.87156,80.3345,66.79774,67.22328,67.22328,64.66906,88.26656,38.0899,92.93021,42.62406,72.08544,46.57877,43.18418,47.591,88.01596,50.38684,75.84938,17.25421,56.05453,40.25131,28.37674,75.28684,49.26593,12.2012,8.40418,80.05402
2020-03-23,1.93066,22.97321,86.27729,86.62644,53.51367,23.43697,38.79281,69.2843,50.73774,59.26089,67.53225,72.06562,28.89137,33.43412,55.05739,43.11817,29.23928,39.44841,35.67896,86.33478,44.0169,29.90039,7.83956,75.84277,16.27635,2.96995,15.01448,58.1248,69.93582,19.34562,34.77263,11.55815,60.95214,86.80917,36.4122,23.85618,27.51287,2.01883,61.91469,15.27707,68.10359,65.80169,72.2434,63.85706,69.60877,69.60877,59.09873,86.61882,35.8352,86.90166,34.38137,72.13975,47.54119,38.42351,45.51687,91.08879,48.77901,73.76672,16.73099,54.37048,37.13884,27.29876,71.29778,53.43677,11.3147,8.61973,83.79794
2020-03-30,1.84455,23.93058,91.3167,86.78854,50.9752,23.57624,21.91304,69.66344,48.08827,63.26584,67.53225,85.93981,31.62871,33.94879,62.24421,45.802,25.08162,39.77367,34.34677,84.79773,51.26815,100.0,7.78057,79.39715,15.05131,2.54772,14.47856,60.15204,75.7907,19.39216,36.01376,9.43778,58.05603,95.9854,37.02108,23.34966,25.76616,2.00505,62.13642,15.45437,67.69466,65.88247,68.64576,65.27611,73.49713,73.49713,59.95931,88.27984,37.70226,86.05773,37.42352,64.53656,54.00131,46.01977,45.59048,95.99156,47.44922,78.55271,17.4472,55.49318,37.70925,30.92047,76.93359,50.87587,15.58203,9.50792,88.7142
2020-04-06,1.80021,24.57599,89.57229,83.52845,54.97402,25.51907,17.95419,70.6509,46.90787,64.03501,67.91848,84.16559,34.00107,33.50488,60.34769,46.21633,22.1985,39.99376,35.51959,80.13305,61.22371,32.67518,7.56072,87.19074,16.71783,2.43232,14.75666,60.91225,76.23842,19.49058,36.54568,10.69358,58.65112,94.57768,37.64719,23.64028,25.21654,2.32714,61.05386,15.71932,65.39444,67.97253,68.47422,82.6466,71.94656,71.94656,58.84838,91.00392,36.04502,83.22915,34.80625,73.1354,54.92419,61.90166,45.97442,93.23977,51.78916,91.81187,17.39081,57.92568,37.24217,33.04265,74.76368,50.22939,12.38998,9.76896,87.1799
2020-04-13,1.58219,24.13137,87.99586,84.42903,49.93629,25.51095,25.31937,67.8301,45.20785,59.81787,66.09417,85.55825,37.75455,33.24755,60.905,44.45078,20.31242,45.88941,33.129,75.89661,71.26056,33.13911,8.15057,87.16662,15.34368,2.63931,13.77462,60.53215,70.46231,17.68521,36.19107,9.72034,57.66922,84.46298,35.75736,22.81823,22.05691,2.24681,59.26698,15.23834,62.02078,64.87277,63.33746,71.17455,70.82538,70.82538,54.42027,87.78154,35.84409,78.08432,29.33378,62.40043,46.75016,44.94016,50.48353,91.3869,50.13297,74.46094,15.93144,56.96337,35.16306,34.60653,69.97205,56.86519,13.8964,9.45918,85.8887
2020-04-20,1.4432,24.17082,81.52216,86.50036,50.0441,25.6537,29.78122,98.44621,45.95201,57.73141,71.22195,86.09243,39.65409,35.14539,64.45682,45.184,18.11617,39.05498,35.43377,78.28248,77.22198,33.92405,8.1318,85.73426,15.44893,2.41521,15.5504,60.65885,65.71615,18.48027,35.24718,9.59959,57.53037,86.07924,35.97564,24.32118,21.75189,2.78648,60.14086,15.33413,68.25694,59.27907,66.16792,73.722,76.02576,76.02576,58.34767,91.72148,35.24485,75.86589,29.74167,62.76249,46.61832,41.10301,50.04618,93.28563,52.32108,77.20104,16.03734,57.25741,35.91948,40.17344,69.75209,44.89072,11.95757,9.9076,83.38195
2020-04-27,1.18793,21.16963,73.29112,86.79755,49.15221,20.93822,19.19943,68.88235,41.17911,47.6704,61.2047,85.65364,43.7601,32.17961,59.14157,40.59263,17.90396,36.53857,35.8792,77.81601,70.66984,27.4752,7.11298,67.56691,13.67423,2.11329,12.85921,52.99334,57.14807,14.87439,29.37526,7.92117,50.21076,72.10636,32.01217,22.20376,18.06566,2.14361,52.57597,13.15344,53.19475,50.69668,56.05165,65.27611,63.64503,63.64503,44.21843,82.06099,31.53739,61.52902,21.23555,51.12237,45.45814,33.25962,49.83256,88.72225,48.36798,66.50728,15.87568,52.68644,35.07212,40.18148,70.66761,42.10877,12.98693,9.54908,89.10318
2020-05-04,1.04002,22.1521,79.97157,80.58357,55.04263,19.50605,15.71854,96.05735,39.47908,48.07709,59.45435,87.7331,44.14167,32.32115,59.82365,39.8466,17.05258,29.97877,39.63466,81.74657,67.28267,26.21754,6.73762,63.0528,13.56606,2.04923,12.84472,51.91637,55.49748,14.47152,30.39737,8.22063,51.91172,74.13972,28.19805,22.87635,15.73767,2.07134,52.87596,13.02912,53.84222,51.09046,53.3975,66.62677,66.6269,66.6269,46.65936,88.20011,32.22198,60.53752,21.32053,46.41564,41.09426,34.31321,48.73271,84.41111,50.08462,70.65882,17.34945,57.23068,33.36502,38.114,65.66791,49.43693,11.79494,10.2358,100.0
2020-05-11,1.04197,23.80508,76.54735,86.5634,100,19.68594,14.99354,73.22454,39.30587,48.41304,65.53537,87.39924,44.80942,33.71075,63.84129,38.78517,16.56788,29.64961,44.24012,74.03074,63.08259,25.96908,6.76175,64.18133,14.028,2.21834,13.00695,55.84415,59.57688,16.07473,31.38297,8.79781,55.97818,81.54327,29.85811,22.32001,16.19233,1.99647,54.91065,12.95371,61.25404,49.57592,60.59754,66.84903,71.80343,71.80343,48.95947,90.08703,36.23706,66.95903,23.69136,56.24547,43.61239,38.25442,47.73967,85.10823,65.17166,74.15291,17.20909,62.89762,33.87343,35.87115,69.27055,50.47547,12.44164,10.11665,89.81631
2020-05-18,1.56815,24.53296,83.36994,84.99639,78.54552,19.88324,14.81994,66.06635,38.92738,48.43073,65.9216,83.98435,45.3403,32.26325,64.24055,37.39787,16.19493,50.4353,49.88353,70.42899,53.30045,27.21356,6.46147,63.01422,14.29406,1.99306,12.56373,52.64491,56.562,15.99086,31.76887,8.04675,58.32382,88.42544,28.36463,22.13734,15.87292,2.11553,53.37159,12.99447,60.12949,49.10137,61.85552,67.36194,76.6937,76.6937,47.01924,90.82452,36.7385,67.69353,23.86981,53.69297,47.71259,35.10665,45.71461,83.50761,63.8056,70.49331,16.96973,58.59395,34.98532,33.77954,72.10629,49.21171,12.32174,10.27046,85.57536
2020-05-25,1.23605,22.31704,77.36141,83.79863,53.95471,18.16324,15.11039,61.50218,36.74621,43.913,65.91338,80.84609,46.05366,31.16314,62.48544,36.48658,16.16103,33.81376,61.28069,72.01192,43.86516,26.50117,6.41857,64.09934,13.18305,1.91404,12.65643,53.5635,63.91376,15.56231,38.77242,8.35828,58.00644,79.04066,26.38864,20.40189,14.94921,2.04976,51.08908,12.64189,55.35866,47.23344,55.62756,75.50008,73.85496,73.85496,43.8429,85.73516,33.76898,60.32696,22.22977,53.00506,52.90705,36.06919,43.90462,81.96661,60.49323,71.44958,20.36468,62.22935,33.41049,29.90201,70.11473,39.51034,12.10362,10.57158,79.16261
2020-06-01,0.8452,22.51066,70.88771,77.07132,53.8567,18.15512,14.58069,59.76123,33.23069,41.87074,65.86408,86.40244,42.62369,31.13741,63.69988,41.31537,14.47084,29.39836,59.07809,67.15607,35.81183,25.06101,6.03785,66.41909,13.28246,2.16068,12.21031,52.58156,76.29222,16.67733,45.91155,8.10712,58.37341,86.65276,26.25653,20.41019,15.07582,2.03078,48.42832,11.98972,53.62071,47.31421,55.51319,76.11557,72.37595,72.37595,41.62102,86.23347,35.76585,60.08489,21.15057,53.34902,55.30652,36.78459,45.3682,84.46156,63.98694,71.09558,21.21373,67.04089,32.03405,29.14742,78.00368,39.03903,12.09023,10.07332,79.56239
2020-06-08,0.67054,23.93416,67.37304,72.14517,56.17955,23.75613,15.59224,55.44783,30.08724,41.39333,64.26164,88.47713,38.06146,33.02882,67.14357,44.55436,13.68225,31.40642,59.23337,66.39137,29.92629,25.34464,5.92525,64.66361,12.24746,2.1275,11.44843,51.02945,84.27424,15.80858,43.78389,7.96705,60.2777,85.03649,24.40117,20.59287,13.63701,2.2034,49.86304,11.17655,56.77287,45.91074,52.75898,72.11489,73.49713,73.49713,40.08762,88.29313,36.2904,59.57587,21.7539,51.73787,56.33487,35.3668,46.80436,82.01706,64.95406,67.88653,22.14675,70.46244,31.95139,28.62613,84.92955,50.65065,12.49649,9.66281,80.56726
2020-06-15,0.57759,25.37918,61.79092,69.17327,51.82789,20.28364,19.03641,54.64874,31.47934,41.6674,64.57391,81.02255,40.93567,36.55429,70.58725,36.99285,15.11376,30.39362,53.90053,77.80071,28.79362,22.92825,5.9172,60.25078,12.60415,1.81516,11.1964,51.66297,85.80569,14.94517,37.87025,7.75695,59.87106,73.8269,25.797,23.89769,13.10753,2.16388,47.80226,11.2112,56.10836,45.97132,55.49413,68.40485,81.25,81.25,41.7462,89.42927,36.90742,58.11184,22.36573,52.22664,50.99538,36.21227,46.45795,76.91707,62.87475,64.04303,19.29694,63.88666,31.79018,36.54851,80.23898,43.54354,13.51054,10.73621,70.18368
2020-06-22,0.53228,26.18236,74.97092,69.82168,45.98647,20.10955,22.25078,51.87713,37.11188,37.65361,63.80968,83.09724,39.04856,39.6616,71.50224,34.32997,15.28454,29.54054,51.7347,73.12074,28.53891,46.79316,5.73221,60.16879,13.41402,1.83086,11.95249,47.51346,72.99873,15.28113,33.2186,7.36572,69.39251,72.10636,27.15836,20.99144,13.21688,2.20184,48.20659,11.30495,55.30754,47.05169,59.08701,68.23388,86.59351,86.59351,41.46455,91.23646,38.42775,57.30439,21.71991,51.35771,47.6203,36.91467,45.61069,76.45844,60.61411,64.79702,18.75368,60.6255,32.18699,28.61165,83.59788,54.24174,12.66231,11.30487,68.10372
2020-06-29,0.52739,23.28158,69.59555,70.18191,42.90894,18.68783,18.78602,50.88007,49.15319,40.51807,62.37159,76.39624,39.83244,40.05404,74.39693,30.77442,14.78853,26.65991,45.88696,62.35375,27.30869,30.85244,5.85822,62.55606,13.71809,1.82908,12.77809,52.45486,67.12463,14.4594,27.39361,6.96725,58.00148,68.03962,29.80067,22.67707,13.99384,2.12489,48.3892,11.62695,54.64303,46.50646,62.39397,65.13934,81.72709,81.72709,45.56407,92.95727,41.18389,60.05504,21.78789,50.95944,45.62953,35.04162,43.4081,75.37607,54.67843,63.1787,17.60761,53.91606,31.37684,26.55704,78.72302,47.28061,14.90407,11.71863,71.36682
2020-07-06,0.46058,25.5226,70.35792,63.74279,40.30187,17.86497,15.74525,49.74023,54.87554,40.73026,64.24521,70.64434,39.2352,41.91971,80.544,30.56027,13.9899,23.15797,37.47701,60.70964,24.18707,25.38642,6.15046,64.90475,13.85258,2.0967,12.32908,53.65853,66.68075,14.61405,25.68836,6.36108,56.64765,64.49426,29.89258,22.71859,13.57083,2.069,48.32398,11.32533,53.02436,45.60783,59.10607,65.48127,70.99236,70.99236,46.48724,87.12377,40.52775,59.65878,24.05676,48.58797,46.60514,36.71956,44.42279,75.44945,63.86605,60.51675,18.28748,58.64742,32.07126,27.29393,84.96522,42.54254,13.13171,12.08041,72.77687
2020-07-13,0.46461,26.50507,77.15467,64.29214,38.60629,16.76357,12.9582,47.1018,54.99101,37.51215,67.20355,66.33757,38.5716,43.65671,100.0,28.04054,13.68978,21.66215,35.88329,58.03318,24.19249,23.72419,6.10756,61.46612,13.52805,1.9903,12.04808,51.53626,64.46523,14.74979,24.36378,6.605,53.53334,67.20542,29.93853,24.05546,15.69739,1.93694,45.50671,11.22139,53.91037,45.61793,73.93976,62.96802,67.15171,67.15171,44.79737,88.08717,46.5806,57.08056,24.38817,49.14916,44.12656,37.17481,44.95684,77.86186,55.56092,59.72139,21.76953,55.92087,33.80316,27.83614,82.62885,46.76343,12.56345,12.36744,66.88276
2020-07-20,0.42431,27.71343,75.81082,68.86707,34.21542,16.89704,11.39691,47.47375,46.96561,37.9984,88.68436,64.68736,37.85409,43.44441,98.3447,28.25469,14.42689,21.66604,30.40742,55.22673,24.52308,21.50568,6.2443,63.58813,13.8672,1.88428,10.93279,53.91194,60.78551,14.56072,23.48769,7.14596,50.424,68.19603,28.78396,24.23814,12.8284,2.25071,44.35894,10.55903,53.77406,42.35662,58.49614,71.39681,72.04198,72.04198,43.81161,90.3528,41.68711,60.08986,24.42216,51.82838,45.16809,39.50312,46.35403,76.48596,53.82011,58.25019,31.01635,56.61587,33.06741,30.17553,82.24243,57.93293,13.46399,11.70455,70.07023
2020-07-27,0.41503,27.00706,66.94663,66.24639,32.27482,15.33024,9.83452,46.44789,36.73979,37.8039,84.23863,58.50145,37.80432,40.1827,86.05057,26.16559,13.08579,20.25203,26.75003,49.56794,22.47994,21.2902,6.17995,59.80708,12.66555,1.92334,10.38528,52.73994,53.38572,14.44244,20.43178,9.77105,47.39399,65.01564,32.19024,24.03886,12.2241,2.25591,43.32855,10.51215,49.17362,43.37641,62.72753,64.35288,65.74427,65.74427,42.46596,89.26981,41.58931,59.66209,22.86709,49.69225,45.735,35.77003,44.92364,76.66024,46.27659,59.34439,17.25734,49.39855,32.56313,28.97366,79.46614,51.05939,13.51947,10.07982,70.57806
2020-08-03,0.42858,28.79629,61.13192,60.64481,37.87121,14.70468,9.7811,50.31015,31.17782,35.74396,70.40841,55.89259,38.56331,37.68656,81.59208,25.14257,14.69435,23.32352,25.56904,46.64678,21.26598,18.50662,5.84749,62.15095,12.61292,2.33463,10.2752,46.91162,44.36032,14.33481,26.71047,10.42552,44.18051,58.49843,46.183,24.72805,11.73779,1.85765,41.84165,10.55495,49.8722,43.03311,60.95015,59.41186,66.03053,66.03053,43.29525,90.7913,51.47053,63.82537,23.02855,47.95438,48.06855,38.91779,44.58878,76.20161,45.79303,56.73762,17.99548,48.78374,31.38924,30.37021,74.514,47.97297,14.60942,9.95959,70.6699
2020-08-10,0.47683,30.019,60.24034,62.95929,42.42869,14.24741,9.00158,50.30055,29.15062,36.23905,66.21743,56.32183,43.54444,39.89963,69.99667,22.30278,15.38625,24.77845,26.98704,49.95794,21.73206,18.41648,5.85286,58.04678,11.97555,2.13286,10.31865,47.79854,45.77072,14.63247,22.32999,6.27897,41.79023,58.39416,62.02538,25.38404,17.52755,1.71286,43.23725,9.70509,49.54847,42.46768,54.65548,56.47119,67.65267,67.65267,41.58973,87.7151,51.4243,63.75242,21.34602,45.87255,49.00461,35.3668,46.37568,73.39478,50.88249,54.67334,17.21724,52.3924,31.1123,31.70723,80.61351,41.25375,100.0,9.82095,69.1356
2020-08-17,0.5219,36.32615,62.21734,68.41678,52.8668,15.48112,9.30593,59.47567,31.53066,40.25285,65.20667,62.44574,46.46426,42.35717,71.28597,42.3896,15.58214,24.02859,26.95844,54.06438,24.06243,22.57865,6.8395,64.60091,14.01631,2.81541,10.29258,46.62654,60.62795,14.63635,24.88527,6.63881,53.61765,69.03023,66.83899,29.80984,13.9219,1.75549,46.32842,10.72818,50.67302,46.25403,60.9168,66.57548,64.57538,64.57538,39.00797,93.43565,58.62406,74.4715,26.72501,52.6068,54.06723,38.00728,46.62682,77.40322,49.20212,65.197,23.24519,56.88318,29.73174,30.03716,77.6886,36.01518,13.27266,9.76788,67.88762
2020-08-24,0.49515,34.03492,99.62527,77.60266,56.6304,16.89124,10.2585,74.66794,34.87939,49.98673,77.45911,64.97352,45.12877,49.11219,77.84062,32.68313,17.91149,29.75089,29.97834,75.82778,24.83741,24.397,6.61697,71.33349,14.69754,3.00581,11.22537,53.21507,100.0,17.39336,28.43658,7.50096,60.04959,73.98331,83.58894,30.21672,16.5434,1.96995,49.28916,12.20779,57.16476,55.71486,70.24206,68.47324,66.67461,66.67461,47.08183,100.0,77.21469,92.00172,36.0639,61.15133,75.05603,43.52237,47.58523,83.7782,51.92214,74.79656,23.95701,60.86607,31.76952,33.96457,82.55157,40.76993,16.63626,10.96584,65.41329
2020-08-31,0.52349,29.86123,100,82.53782,48.52494,18.04254,10.86332,93.48611,40.64023,59.16364,100.0,60.04674,44.11679,47.89629,73.46531,35.70331,63.88442,33.9014,31.87855,60.50317,27.18404,23.5329,7.09421,74.44899,15.08931,2.60545,12.42178,56.63604,78.71526,17.80301,30.74155,7.62413,64.44334,80.13555,95.05428,32.56663,19.38073,2.06744,54.80631,16.88507,60.69177,59.05694,75.1358,67.43032,68.58301,68.58301,54.12298,97.50182,96.47035,94.42408,36.00441,65.4417,81.00197,41.27211,46.68456,88.38745,51.45067,81.16868,20.88476,56.66933,30.9015,35.68934,76.61256,45.78328,12.84407,10.81528,72.04754
2020-09-07,0.53949,28.78195,81.0699,84.51008,46.33931,18.74934,11.09312,88.77437,53.23967,70.27672,94.82291,61.05785,42.38729,42.35717,69.51422,33.50131,20.90762,33.1009,32.42205,58.95847,30.81508,22.13891,7.18269,78.12876,14.97529,2.3702,12.69988,58.40988,69.70331,17.81562,31.25782,7.83906,72.63575,78.88425,86.46677,33.03994,28.73874,2.29906,55.62801,14.16634,62.32748,59.04684,69.26522,65.19063,65.17175,65.17175,54.20122,90.13354,92.44105,86.59161,31.0503,62.63577,62.64996,40.1795,47.55636,89.88259,47.44922,76.88382,18.07318,54.79818,32.98474,37.0505,70.69139,48.38588,13.81795,11.22472,77.96866
2020-09-14,0.61973,27.13973,77.80074,86.35626,46.76075,18.34778,9.07669,80.39114,63.29227,55.46812,93.99293,61.5014,40.42138,41.78461,60.5806,36.89043,19.09689,25.38807,29.32042,59.42494,39.5621,22.64242,7.35428,83.4338,14.6566,2.19401,12.10602,61.98923,63.1413,16.54449,28.74947,7.28361,82.58368,79.24921,76.75914,31.46226,37.15288,2.18728,55.32802,11.96119,56.67064,55.27059,60.47841,62.84835,67.3187,67.3187,51.02487,93.429,91.71734,73.9227,26.60605,56.86097,53.48714,43.32726,47.32686,89.41019,46.84477,66.79692,19.46675,55.46645,33.52209,39.51538,67.84376,42.66349,13.36258,11.25938,78.82766
2020-09-21,0.55781,22.72222,68.41969,81.19596,40.39988,16.33879,7.41637,66.02915,67.23761,51.39244,90.96885,48.3474,34.65638,41.37287,55.65629,42.64798,17.44813,21.01552,25.86735,53.62086,87.86581,20.6064,6.49632,76.10802,12.60123,2.42741,11.37891,53.69021,58.93509,15.63987,24.6871,6.50115,80.31242,69.03023,51.38146,27.54297,40.6607,2.01207,47.46315,10.07398,53.41625,42.12439,51.68207,55.63344,61.68893,61.68893,49.601,86.41286,77.86194,56.67766,21.71991,51.48443,47.27752,35.56191,46.46372,82.74628,42.63781,56.00662,13.84547,49.23817,31.58351,43.19662,62.95701,37.3707,18.02278,11.26696,81.92868
2020-09-28,0.97675,19.45211,54.65822,76.59402,32.04939,15.01572,5.55907,52.56464,64.47267,43.08195,90.68123,45.17575,34.59002,44.72465,49.9584,33.23712,15.07232,16.49494,21.85035,40.72799,70.62649,16.08583,5.49627,58.60622,9.34713,2.15793,9.27867,44.15584,43.84535,10.72747,17.86608,5.68489,55.89387,54.32742,38.54328,25.41725,35.4148,1.74379,42.33728,8.27032,40.48389,34.68295,37.65367,46.82851,49.68988,49.68988,41.01079,71.88891,55.22778,37.23243,13.66417,37.16509,37.48187,24.31061,48.91169,79.32489,33.59526,41.87853,10.41857,32.66506,30.21535,39.81947,64.30057,44.11494,15.17194,9.7148,75.69421
2020-10-05,0.78816,23.5756,63.9359,85.951,39.83142,19.58149,7.66731,93.23294,54.66384,41.96799,79.34094,46.32517,36.19509,53.86001,57.57777,36.99983,17.54985,22.83855,28.82595,58.23965,35.75764,21.36716,6.66255,66.52519,13.49881,2.33359,12.87369,56.19258,51.60255,15.20404,24.32206,6.83925,63.15397,66.89259,59.77942,25.301,64.00391,2.78362,48.24572,12.47885,54.21707,47.13247,53.0973,54.1631,64.50381,64.50381,63.32342,92.98385,100.0,57.10045,20.42828,49.96379,44.79894,31.7898,49.54533,85.84204,44.26982,64.70966,16.66332,48.78374,30.81883,34.32819,61.43511,38.90974,16.07502,11.00267,88.14694
