,미나리,깻잎,부추,무,열무,당근,감자,고구마,도라지 ,콩나물,버섯,오이,고추(풋고추),호박,가지,토마토,파,양파,마늘,브로콜리,고사리,파프리카,단무지,김(김+맛김),미역,초콜릿,사탕,껌,아이스크림,과자(비스킷+스낵과자+파이),설탕,잼,꿀,물엿,고추가루,참깨,생강,소금,간장,된장,소스(양념소스),고추장,카레,식초,드레싱,다시(혼합조미료),스프,영유아식(이유식),김치,반찬(밑반찬),냉동식품,인스턴트(즉석식품),편의점도시락,삼각김밥,커피,차,주스,두유,생수,"음료(기능성음료, 탄산음료, 기타 음료)",소주,와인(과실주),맥주,막걸리,양주(양주+약주),담배,"남자옷(남자외의, 남자상의, 남자하의, 남자내의)"
2023-07-03,0.82578,30.42776,54.529,52.96289,42.58551,33.10237,19.91943,23.64029,45.28483,32.58774,72.7833,72.83826,38.80801,34.30262,75.36183,31.06189,13.63453,23.2612,43.11634,51.57146,27.26533,16.16499,6.47487,54.71907,21.62383,1.30477,10.98493,62.59106,69.96656,14.96165,38.37088,4.66335,46.81378,89.25964,31.63306,28.62243,11.30614,8.12081,46.88926,10.2574,50.99676,61.01575,57.38587,73.67071,62.5,62.5,43.73337,58.49445,40.98652,43.82471,11.21685,31.96958,49.176,58.29864,73.58043,62.29132,53.31237,65.32113,15.69396,74.81956,34.14624,21.98123,88.56191,88.3425,11.12592,9.65198,39.68125
2023-07-10,0.88355,30.42418,59.95606,52.48559,42.17387,32.44432,16.2182,24.07342,36.64357,31.73901,67.92669,64.30104,33.51167,33.84585,77.58276,29.81075,14.58762,21.66994,38.12676,52.90968,24.78864,16.69708,6.72154,56.73498,16.45469,1.27055,11.37022,61.22901,62.16325,15.59236,30.13141,4.85896,47.21547,84.98435,34.94744,27.05305,11.43851,4.62594,48.55875,11.00739,48.32169,61.86389,55.44648,76.28654,61.09255,61.09255,46.03348,59.26516,43.02606,45.57558,12.58497,34.59449,46.1437,50.20811,70.69368,63.8048,50.24177,64.62691,14.49276,68.16359,34.34051,21.26204,84.54907,100.0,11.03216,9.19705,38.10372
2023-07-17,0.88649,34.44727,58.99987,49.58573,58.78663,31.49727,13.06614,23.35113,32.73672,32.67615,59.43791,65.74617,34.22089,33.04168,76.56795,27.69372,15.44276,20.88113,31.0776,50.40146,24.05159,15.1162,6.9387,56.29611,14.01339,1.13149,10.40556,52.54988,60.30321,14.70325,27.90988,4.90243,43.42672,79.14494,39.68062,27.64261,10.56372,3.28456,45.38933,9.84368,46.07258,58.5521,58.09587,71.17455,60.52003,60.52003,45.00078,57.77689,40.5971,48.11068,12.38103,31.80666,46.39419,51.83402,71.87725,63.66721,48.51305,60.02482,13.34732,66.77358,31.99272,20.54285,91.52844,58.15815,11.41419,8.19189,36.89357
2023-07-24,0.8612,36.84965,52.81044,48.9193,52.59237,30.37266,11.18381,20.6947,31.17141,31.47378,49.88084,65.88448,35.24117,31.28538,72.51705,27.41556,15.42141,18.39199,27.77982,46.9909,22.69672,14.29827,6.35422,53.24813,13.33801,1.10642,9.41193,49.76243,61.59063,13.67549,26.67918,6.62673,41.57203,75.9124,42.34016,29.74341,10.56948,2.48389,39.1809,8.40483,43.95978,52.3021,55.05098,71.53359,60.52003,60.52003,40.15021,58.97282,34.28642,46.13599,12.00713,31.80666,45.29993,51.10561,79.12877,62.89212,45.26112,56.7652,15.2497,68.61801,30.64936,19.90893,97.61607,46.6091,11.75667,7.31778,35.58076
2023-07-31,0.79012,33.37158,51.56997,50.55835,54.62118,28.95094,10.57677,21.55618,25.81472,31.28812,45.66521,62.48867,37.1739,33.27972,68.89868,26.87902,14.98694,18.21085,26.68873,42.14269,22.24149,13.67384,6.48828,54.20303,13.05441,1.03707,9.31344,52.0114,63.95411,12.49018,24.70796,6.8634,42.51921,74.244,55.98828,35.70538,10.14934,2.27073,41.15038,7.97277,42.57965,51.08037,54.75555,71.87553,56.91793,56.91793,39.74338,59.18543,36.39531,45.16605,12.38103,30.41274,47.64667,49.53173,87.37767,64.75417,43.29061,60.14436,17.84572,69.41994,57.6365,18.78107,98.32352,39.56873,12.09086,7.26471,35.50513
2023-08-07,0.76239,32.16321,57.17792,58.65453,54.10173,31.13169,10.55896,25.62241,25.96227,33.01211,50.94091,57.97682,39.12736,36.27766,70.37098,27.73562,15.56456,21.23366,25.72024,44.87267,23.40125,14.37963,6.52045,54.19339,13.43741,1.15842,10.02027,54.67215,53.72199,14.31397,31.6385,6.99623,43.6598,80.44838,74.89804,42.97932,10.77954,2.34715,43.6807,9.22616,42.35815,55.97738,57.68607,69.56744,57.89599,57.89599,42.85714,61.86299,42.33614,48.11732,12.25356,30.75669,50.20435,51.39177,74.66441,64.74958,41.50145,61.57418,15.26662,65.9182,32.5094,19.70781,89.10885,49.11161,11.37401,7.4131,33.85197
2023-08-14,0.84984,32.24568,58.26334,60.06844,48.97579,31.13053,9.87013,28.57639,28.24608,34.98364,51.36001,57.95774,41.40848,34.03242,75.95242,31.83817,16.36069,20.067,26.90531,47.85501,25.68827,15.31628,6.57139,58.7943,13.48127,1.20396,10.37949,53.05669,53.80461,12.99,28.66604,5.11253,45.5145,84.98435,90.92997,42.02441,11.35506,2.25253,43.70679,9.67656,42.9545,55.13933,57.51453,73.02102,58.8979,58.8979,44.18713,64.12862,42.51395,51.76495,11.71821,30.35843,46.86882,49.59677,83.45746,64.31388,45.00725,63.58788,15.02161,64.1005,33.56342,20.37713,94.04316,43.18902,11.29365,7.97417,32.98757
2023-08-21,0.77607,33.66201,62.38532,58.92471,43.78124,33.50974,9.1212,32.8298,30.33102,36.93749,55.69068,58.09128,39.33474,34.80442,81.50058,35.14466,16.10326,18.28876,26.10845,50.3097,26.77216,15.81319,6.62233,92.80443,100.0,1.18922,11.71205,58.91669,56.89058,13.27457,48.14351,5.11012,49.04537,93.74348,96.83497,42.53093,12.90322,22.86899,57.32359,10.36949,46.80524,58.18861,57.24768,71.08907,59.92366,59.92366,46.7063,60.74679,43.34969,53.27872,13.13732,33.81607,53.56624,56.55567,76.60431,65.18987,46.17988,68.3095,15.17701,68.83186,31.86045,21.61762,87.65233,52.48998,11.10678,7.89944,33.85737
2023-08-28,0.78633,32.78353,61.14485,61.33825,37.70459,45.64256,8.8992,39.19611,33.82088,36.61037,61.64023,55.93551,38.58819,34.46989,73.95608,34.54295,16.52142,18.51469,25.74475,54.59967,34.29438,15.72304,6.71349,78.77019,53.36081,1.24294,12.36964,60.50047,52.56907,13.27651,52.70129,5.37335,55.90379,99.68717,100.0,41.33521,14.48879,9.01039,52.36728,10.06379,44.02794,58.25928,56.64252,67.94323,59.06488,59.06488,48.86559,57.35831,45.2452,53.15437,12.8314,32.98334,47.98945,57.94745,73.30619,67.17116,44.55996,71.58751,13.62303,63.27185,31.50084,22.3175,84.01403,54.52535,11.6355,8.47242,37.63911
2023-09-04,0.78389,29.47757,63.45781,63.38256,35.76399,45.04137,8.0874,41.96292,39.22247,37.35301,74.6076,57.51895,35.74302,37.00463,70.24621,36.18281,16.58295,17.82326,25.09501,54.94379,33.41643,15.85717,6.83146,68.36267,18.59193,1.19518,12.32329,59.39182,55.11894,12.66519,42.69399,5.88292,63.85321,91.71011,91.83181,40.54637,16.11752,3.46471,49.06743,9.44626,43.67013,55.51292,55.37024,67.65259,62.35687,62.35687,48.0363,56.468,43.259,52.55583,12.66995,31.4446,47.19841,62.72112,77.73736,69.23958,45.74468,70.99443,14.75029,71.23763,31.49671,22.57976,87.09945,45.94177,11.51751,8.72047,39.60561
2023-09-11,0.78792,26.60188,64.60783,62.83321,35.30334,46.32266,8.01005,44.62175,45.88786,37.48563,74.31177,52.14861,33.50338,40.73597,68.38296,36.96375,16.9898,18.47184,25.43418,52.61145,33.97463,17.3391,6.89581,79.4502,15.65067,1.27947,12.74333,59.96198,50.46116,13.87765,50.29724,6.14615,69.23878,98.43587,82.09546,35.70538,18.15199,2.57436,48.85874,9.1161,48.03203,56.78513,55.14628,66.83193,60.80629,60.80629,50.17994,99.82725,44.71531,50.70548,12.34704,33.54453,45.0758,62.10978,73.84169,69.13869,42.52901,70.12551,13.66376,68.93878,32.5962,26.58761,77.75994,62.92542,12.74394,8.78112,41.54511
2023-09-18,0.7685,24.57599,55.87285,63.24747,29.88336,42.00991,6.89779,38.91535,49.34565,35.39032,77.91108,45.40945,31.03147,35.64076,56.83746,29.44996,17.36777,15.93596,21.30276,47.68677,35.24279,13.86513,7.3087,72.17747,13.15966,1.25723,12.19003,54.7355,45.98016,13.30899,33.81309,5.44339,75.58641,90.87591,68.21184,30.51565,22.60654,2.26163,45.81974,8.15008,43.24416,49.72738,51.38663,63.30996,55.67748,55.67748,45.09466,68.84592,41.96984,43.13332,11.19986,30.55756,44.60118,55.91831,72.55131,66.67583,40.0145,58.44328,12.59978,58.51376,35.38213,29.17638,75.24522,58.41257,12.90147,9.34869,43.51701
2023-09-25,0.74053,19.77482,49.61881,58.06015,20.48417,31.67949,4.80625,28.74797,51.437,32.64963,69.70991,39.24261,29.54667,32.26325,44.44352,17.85572,14.22974,12.45544,17.32254,34.51862,48.59635,9.59081,5.50967,54.08246,9.79446,1.0117,8.38064,44.4726,42.3504,10.50786,24.2282,4.22865,53.47384,65.69343,48.44046,25.25118,21.58499,1.56546,37.52445,5.85933,31.76009,35.521,34.5659,46.8969,47.68606,47.68606,35.47175,53.11274,26.11934,28.73841,6.90006,25.70601,33.6849,36.30332,100.0,62.50687,32.61605,36.49027,7.01798,41.807,33.20381,27.58032,76.85036,55.64731,13.23248,7.50733,33.66828
2023-10-02,1.19428,26.82778,57.26838,62.0317,27.62912,41.39944,6.32414,54.2744,39.9089,31.16435,60.34185,44.77512,31.61212,37.69943,49.27632,26.91976,17.60635,16.25732,23.47676,43.74856,30.97225,12.1897,6.49096,56.53243,11.78259,1.15961,10.6431,52.2648,39.98693,12.03205,36.67605,4.6392,49.54624,80.18769,68.9356,29.51922,41.54988,1.76459,40.61562,9.1426,39.1208,47.33441,48.99933,58.30056,46.30248,46.30248,52.22969,57.81675,40.32504,38.74289,9.70428,29.19985,34.7528,47.76274,79.95871,66.03834,38.51547,56.05719,11.73068,53.70221,30.63282,21.69806,75.2155,49.4703,11.45501,8.21788,46.25607
2023-10-09,0.80209,32.32457,57.38467,68.9121,30.2754,43.3237,7.56103,60.80988,38.94021,36.07992,62.24011,43.79739,30.43838,41.37287,48.84378,28.00796,18.56321,18.03361,25.76927,48.68853,27.47669,12.81634,100.0,61.54328,12.26208,1.34465,13.00405,61.22901,44.51981,13.22997,38.96537,4.75994,47.63699,89.83315,72.65782,34.09449,54.16534,2.00843,43.19812,9.38716,44.21536,51.89822,54.56494,59.7538,52.74332,52.74332,63.46424,55.13919,45.18652,44.63051,10.64751,30.73859,36.91496,56.30853,78.08233,66.97853,48.0174,58.88005,12.6449,63.56589,31.57111,21.58383,77.71238,46.64247,10.61442,9.07574,43.88438
2023-10-16,0.78462,27.07877,51.37614,70.10086,28.56022,43.68812,7.42749,56.84564,37.7149,35.7086,63.46454,38.62259,27.23238,43.30931,46.15704,35.5974,17.48581,18.2576,24.80487,49.17794,27.55798,12.51071,49.4316,61.44682,13.19474,1.3631,13.86442,57.33291,43.88762,13.37056,36.71777,4.89035,47.29481,90.40667,69.02751,36.09565,69.33901,2.5598,57.15403,10.02099,44.69245,49.69709,53.97884,58.38604,54.41316,54.41316,67.0787,50.82054,46.39745,44.6189,11.24235,31.87907,38.98483,56.10041,74.24872,68.12511,42.22678,59.01337,12.29901,61.37396,33.80316,24.32545,68.67605,46.71755,10.62782,8.99992,44.1491
2023-10-23,0.79415,24.31783,53.85708,74.80187,24.90443,45.26304,7.0853,52.1363,35.9379,34.89523,56.42205,36.28559,25.65219,51.22876,43.52853,33.63515,17.90773,17.53111,25.31159,51.34205,28.89659,12.3546,17.25293,59.00651,13.07195,1.457,14.67844,63.50966,44.49098,13.54654,31.20045,4.36389,48.1329,88.73826,67.62019,32.67458,67.09447,2.32038,45.68931,9.27099,47.16306,49.73747,54.75078,57.65088,52.19465,52.19465,63.9493,52.30217,43.58618,43.13,11.36131,29.14554,37.31048,53.70707,74.66441,67.27206,40.58268,57.89618,11.31649,64.47473,36.02281,22.41565,71.73176,45.87504,10.38355,9.31945,38.61156
2023-10-30,0.8231,23.17401,50.12275,79.26873,22.7286,46.20312,6.66744,47.32497,33.20502,34.18795,54.38409,36.61468,23.80656,46.44235,42.84644,28.94369,18.90099,17.34997,27.00747,54.5232,25.7804,12.75477,14.81044,65.87412,12.48136,1.64121,14.46407,64.30155,48.65877,13.84081,29.32311,5.10287,51.28192,91.76225,72.89907,29.55243,66.74628,2.04664,43.41985,10.25128,46.14073,51.42366,51.08643,57.12087,54.05534,54.05534,60.30355,52.17593,45.83733,45.44625,11.56526,30.43084,39.32762,50.70239,74.08129,67.55182,41.92456,60.71904,11.10846,61.77492,76.66267,23.85564,73.93139,49.85819,11.98372,16.71414,37.29335
2023-11-06,0.78877,21.47441,51.19524,87.29286,20.37635,47.61788,6.54503,44.05903,31.36386,35.3638,60.09532,33.17594,22.03558,33.07385,38.87872,26.50077,19.45853,16.81631,27.60818,51.80087,23.95946,14.80178,11.06761,65.4883,12.28839,2.11113,13.11993,59.51853,41.47035,13.72107,27.2841,4.50637,49.82395,90.61522,77.51163,26.97832,67.70452,1.98061,41.12429,10.22479,45.11841,46.62762,50.82912,57.12087,52.00381,52.00381,79.18948,49.05321,51.02777,43.68709,11.17437,32.56698,39.2617,49.19354,68.13891,71.00073,38.72098,57.45942,10.16605,59.90376,63.07609,24.19191,65.5609,46.92192,10.53662,12.29487,39.49756
2023-11-13,0.78975,20.7537,56.95826,98.84726,18.74938,44.42626,6.03202,42.90839,29.61252,35.50526,51.99276,28.01545,19.74202,30.12094,39.41939,22.49831,18.96252,16.81826,26.47623,49.17794,22.89724,12.8845,9.81017,63.84856,12.11589,1.54367,12.13499,56.63604,40.98036,13.19167,26.73133,4.30593,50.11653,87.69551,75.55861,34.83351,62.15936,1.9151,42.23294,9.67452,44.19833,47.07189,50.97207,51.70114,49.64217,49.64217,68.00187,48.27586,49.49855,41.24981,10.77498,28.40333,37.40276,44.95317,66.56851,71.07411,35.45696,54.35612,9.65035,55.57337,41.27226,25.94082,66.52398,50.20854,17.75364,9.82961,36.07779
2023-11-20,0.82554,19.40191,56.85489,87.22982,16.23052,44.08969,6.05483,40.05879,28.94534,34.8245,53.13501,31.67835,19.19455,26.0615,44.11079,24.65375,19.23627,16.02944,24.25728,50.5697,21.62367,12.7042,9.83966,66.48179,12.64801,1.34353,12.32039,55.08394,42.73279,13.4617,26.73654,4.42426,54.65906,90.66736,66.9711,32.33413,49.94676,1.94448,49.90217,10.21256,43.95978,48.28352,52.12999,53.83826,49.09351,49.09351,63.16695,48.96684,49.75461,39.99469,11.59075,30.43084,36.32168,45.26534,66.11674,71.43643,37.65715,56.93071,9.59709,57.47126,36.48162,26.95606,66.43481,45.88338,13.01308,8.7952,32.78227
2023-11-27,0.82505,22.76883,63.22522,78.74639,13.82926,42.6169,6.24123,40.32395,34.19938,34.55927,48.22088,27.83898,18.06229,23.75193,37.77241,21.11682,17.72188,15.89505,20.98402,49.90441,20.25254,15.14038,10.00053,67.5862,12.88775,1.38237,12.53765,53.97529,41.33584,13.79621,25.83959,4.19967,61.02157,92.90928,57.44155,100.0,41.75419,1.72975,42.93726,12.41567,43.44862,48.44507,51.11026,52.16276,47.51908,47.51908,66.10859,49.27911,38.13791,40.20526,11.08089,29.86965,35.80751,45.25234,64.56222,72.07851,38.30996,55.97443,9.95801,56.40203,37.98619,29.13938,65.50145,48.55689,10.73496,8.17456,33.02539
2023-12-04,0.80367,20.87919,65.44773,66.69668,12.19249,43.73687,6.44599,40.88787,29.46497,33.19777,46.79102,26.50355,17.31574,23.45599,34.87772,22.10726,16.78261,16.09761,19.86024,51.86969,21.16301,14.05641,8.17738,67.03158,12.9433,1.40209,13.10544,57.01615,44.7696,13.58096,24.88527,4.20691,60.32729,86.91345,46.58509,62.25193,36.11982,1.6918,42.62423,10.25128,43.19304,47.83925,52.09187,51.66695,50.07156,50.07156,68.54952,50.96006,31.89658,40.94473,11.78619,29.03692,32.18193,44.15972,68.14035,70.56962,45.74468,56.67785,10.77385,57.73857,35.78307,33.02173,74.60317,51.33883,10.9805,8.04891,32.47974
2023-12-11,0.77497,19.8788,60.71843,59.49207,12.11408,45.52185,6.32358,41.17103,28.85552,34.40014,48.32771,26.86602,16.43233,22.10499,33.25569,22.75086,15.78557,15.4393,18.11123,55.64731,21.25514,13.35722,7.29797,65.24234,12.07204,1.56309,13.20104,51.31453,42.1717,14.12635,26.49666,4.41943,54.05405,83.42022,37.27956,32.51681,30.91134,1.54466,42.41554,9.60115,44.16425,51.9588,51.2008,52.26534,49.06965,49.06965,67.23517,50.18271,26.20114,42.32752,11.68422,26.937,34.43638,42.10457,63.77991,68.5654,44.24564,56.2089,10.33398,55.73376,41.4128,37.53318,77.2784,59.99749,11.02196,9.38444,33.20367
2023-12-18,0.75006,18.57721,60.71843,54.16066,10.92815,43.39913,5.6826,36.4173,22.55581,31.12898,47.43199,24.28578,15.49085,21.01132,31.18449,19.01259,15.65498,13.88309,16.13746,53.16204,19.00606,11.73457,6.69741,65.50277,11.93462,1.48125,11.67439,45.61292,38.05964,12.98806,23.30517,4.1248,46.5212,73.09697,30.73697,22.17885,26.08845,1.48461,36.92448,8.73703,40.53501,47.0214,45.52082,47.4782,46.04007,46.04007,70.56798,46.20955,20.80799,36.68694,9.38987,24.34829,29.03098,36.40738,74.92277,66.8868,32.50725,49.0782,8.80756,51.99144,44.62861,48.5785,73.30717,44.59459,12.20184,7.34811,28.94111
2023-12-25,0.97113,20.20151,49.12779,51.63004,11.379,42.04124,5.70207,33.92884,23.28072,31.28812,48.96047,32.22683,15.17979,19.62815,31.55049,18.58895,17.65156,13.63574,15.87184,50.37852,21.30934,12.27105,6.89581,64.14757,12.12466,1.22687,10.04345,47.54513,36.69728,11.35479,21.26095,3.9799,46.15918,68.76955,27.89361,21.21564,23.51011,1.39675,37.60271,8.77779,37.89401,46.52665,47.85094,47.15335,43.12977,43.12977,63.19824,49.05321,19.24499,40.79551,9.39836,25.85083,28.16084,34.05306,70.61285,65.65767,30.99613,50.10344,8.23986,47.31355,36.51056,39.18716,79.66827,48.36503,11.90145,7.44451,26.82333
2024-01-01,0.98517,23.22779,49.54128,53.88148,14.09389,50.3325,6.4471,40.04799,26.07133,34.65652,54.05538,37.55902,16.56505,20.90195,34.22891,23.61793,20.60876,15.5581,16.62375,55.99908,22.70756,15.29209,7.3087,70.27248,13.79118,1.23595,11.48899,54.22869,35.70577,12.50569,23.27909,4.02096,49.55616,82.32533,28.82417,24.18002,22.52021,1.43002,41.86774,9.99653,43.27824,50.79765,54.43152,50.41887,48.71183,48.71183,84.80675,55.0661,22.13094,52.19936,12.34704,29.45329,32.55108,45.3694,70.2549,68.53329,33.80077,62.19024,9.96804,50.62817,38.99888,27.4146,74.48427,46.39639,13.85175,8.67714,28.7088
2024-01-08,1.16362,20.49912,49.3733,54.66498,15.172,52.36238,7.10756,40.92627,27.08493,37.28229,55.78108,35.89927,17.61851,23.06999,34.46181,23.95544,17.50087,16.18915,17.89056,61.22963,25.44981,15.37125,7.43739,70.70171,14.47826,1.39733,13.25608,55.84415,33.97832,13.44861,25.09908,4.33249,53.29531,86.18352,31.73071,23.25832,20.95479,1.42534,46.06756,10.30223,47.04378,52.45355,58.06728,58.21507,51.86068,51.86068,91.56626,52.64766,21.68284,54.20058,11.67573,30.30412,35.67567,49.77887,75.13206,73.14712,36.66586,66.75555,11.79271,56.42876,35.3532,24.76147,70.19202,46.36302,12.57366,7.53658,29.54619
2024-01-15,1.31568,19.88597,53.66326,58.16822,18.64157,54.70561,7.20604,38.84216,31.04311,39.15657,58.3121,36.29036,17.93372,23.08929,34.63649,27.72863,16.86423,16.865,18.60161,62.64433,27.25449,18.05149,7.57681,74.04388,14.58643,1.39673,13.06199,57.83972,33.41339,13.98964,25.68314,4.42185,58.24448,94.62982,32.91975,23.09225,19.93611,1.57274,47.46315,10.90345,48.30465,54.96768,58.38654,56.33441,51.50286,51.50286,84.43123,53.80373,22.39944,54.73115,12.8314,31.4265,37.89057,58.14255,71.8455,75.48156,37.75386,67.59689,11.72692,55.35952,35.66734,25.89577,75.32251,52.82782,11.90208,10.2997,30.29713
2024-01-22,1.16851,19.78916,55.70487,55.28638,19.19043,54.90871,7.37074,38.97534,33.1088,39.17425,60.59659,38.49859,17.22035,23.16649,36.67443,25.47077,17.20453,17.27596,19.63957,61.04611,28.97246,17.63153,7.4642,80.73788,14.4461,1.49353,12.87369,56.35096,32.72356,13.70749,24.17605,4.50396,65.51946,94.4734,34.08007,23.59877,19.15052,1.54232,45.42845,10.67316,46.07258,52.83723,58.36748,50.88049,52.76717,52.76717,81.03583,53.79044,24.36786,53.77447,12.95887,30.7929,39.57811,52.08116,69.03957,78.26545,36.77466,67.49114,10.09211,53.11414,36.72136,25.38895,71.35723,46.4381,11.69162,7.63298,28.80605
2024-01-29,1.25608,19.79992,55.49812,54.79106,19.92551,68.37853,6.73866,32.74221,39.78701,38.63495,62.84822,42.1901,17.76367,21.89912,36.91565,27.84618,18.55065,16.16189,18.7528,60.08258,34.03967,18.11745,7.68942,80.98866,13.84089,2.18293,13.32271,58.85334,38.15187,13.22609,23.50333,4.71889,82.51921,96.29822,32.48319,23.94752,17.88437,1.51113,45.08934,9.71732,46.7882,51.88812,55.54655,57.12087,52.26622,52.26622,75.82537,54.74719,24.99199,50.94755,11.79469,30.55756,36.18984,46.94328,70.20726,74.58723,38.20116,67.19231,10.13033,53.5151,36.69656,28.84333,74.29403,51.7726,11.87083,7.98284,32.94435
2024-02-05,1.08081,15.68001,51.44075,47.46938,14.04488,60.00835,5.26251,20.82308,40.44136,34.76262,60.24324,31.15371,16.25399,20.15568,30.06987,17.55545,15.32598,12.58204,15.05046,45.69855,53.58768,13.24729,5.93061,63.79551,11.44928,3.00573,12.73174,71.04846,36.08239,11.33201,19.15936,5.43373,65.66823,71.89781,21.63248,19.84555,13.95067,1.36009,39.19394,7.55089,35.98568,38.01494,36.17173,46.96529,44.68034,44.68034,58.69191,47.84399,18.20655,32.41589,8.08973,24.47501,35.12195,34.13111,86.88692,68.61585,30.76644,45.51974,7.1903,43.46431,37.22564,31.42889,74.08596,55.35535,13.05517,7.23763,29.69205
2024-02-12,1.50195,18.74932,56.68691,54.12463,24.13015,79.16623,7.65117,28.63879,29.1827,35.2135,51.18744,42.96275,19.01621,20.31008,33.38878,26.92092,17.71937,15.71002,18.96939,52.12969,45.91372,18.57039,6.9387,62.21847,12.51059,5.23598,18.8818,100.0,36.59736,11.63646,21.45911,4.45807,56.52863,75.44316,30.85185,19.89537,17.51028,1.4503,39.76783,10.71799,42.69892,52.32229,48.00819,61.77124,49.83301,49.83301,66.92223,56.96631,23.0129,42.86969,9.54282,28.49384,33.18391,41.83142,74.68173,71.46853,36.69003,62.00634,10.72372,51.77759,35.44,23.53546,68.54527,49.69969,11.73244,7.18239,40.55105
2024-02-19,1.79814,19.26207,59.99483,53.89048,28.77585,100.0,9.42278,30.97126,26.10341,36.64574,50.43964,39.69571,18.75907,24.42099,36.96556,27.75889,20.00853,16.97991,22.259,54.13321,45.56145,17.55678,10.02198,70.65348,13.43449,1.62566,19.16859,79.41083,50.11721,13.74337,21.88673,4.29627,55.69055,73.98331,32.32236,19.68778,25.67983,1.48045,45.11542,10.69761,48.40688,59.59208,53.76441,61.80543,51.86068,51.86068,70.56798,55.70393,24.97421,51.13988,11.22535,32.13251,35.66249,43.80853,69.85364,74.03687,46.79642,66.00156,10.77009,56.32183,35.502,22.93694,71.59503,65.23606,11.12464,6.81195,37.80659
2024-02-26,2.02104,19.58836,56.26049,52.10734,29.52072,90.25567,9.28423,28.63519,23.46676,35.06321,50.85873,44.28387,18.63879,22.17575,33.18915,28.49444,22.85398,16.68581,20.41191,52.57322,30.37069,18.13504,7.91195,68.30479,12.98716,1.42255,19.6292,69.24295,50.87813,12.22791,21.44347,4.24072,55.68559,77.26798,33.12654,20.28564,18.50306,1.36191,41.16342,10.50604,45.817,57.38085,52.93529,56.53957,51.55057,51.55057,67.37599,51.69756,24.51189,48.30799,10.19714,32.748,34.89782,44.21175,74.86937,69.52852,38.79352,62.50287,10.65417,51.61721,33.46835,21.15103,67.6238,62.59175,11.34403,6.45667,35.76445
2024-03-04,2.23418,21.69672,61.97183,56.5742,36.90091,87.42499,9.93745,30.26096,24.97433,36.6369,50.83408,52.7734,18.99547,22.79979,40.16802,35.51127,23.63629,17.85443,21.40084,57.67377,30.90179,20.10729,8.09963,83.54955,13.60991,1.90638,35.07242,67.72252,71.78048,13.81851,26.02732,4.35423,51.17778,80.44838,35.38974,22.62725,17.11605,2.21925,42.50684,11.0828,50.21298,58.12802,54.00743,56.31731,55.34351,55.34351,70.06728,52.34203,26.08378,52.18775,11.08939,36.36857,43.13777,61.84963,69.76415,68.77637,43.4115,70.76916,11.04643,57.63164,30.48402,20.41092,62.57654,58.47097,10.06084,6.33319,39.32468
2024-03-11,2.43119,21.52102,66.33932,55.92579,43.87925,79.64671,10.53504,30.12778,27.9574,35.68207,74.17207,55.18195,19.87474,21.57102,46.20695,36.14091,23.93766,19.20612,21.55612,60.05199,32.45718,19.0585,8.60099,75.27851,14.71215,2.76728,67.19003,65.28349,64.51135,18.79393,29.01022,4.61505,47.83535,96.35036,37.47486,21.46475,18.30163,2.02273,41.31994,10.01895,50.87749,55.87641,53.58334,57.80475,57.65744,57.65744,65.06024,51.4783,26.082,50.73201,11.14887,32.0601,57.60052,58.94901,73.49961,69.72573,44.42698,68.60833,10.74064,58.86126,34.79105,20.66674,69.06248,61.82432,10.03023,6.82495,42.75526
2024-03-18,2.2128,21.49234,71.74053,57.9701,45.21219,79.39022,10.90894,29.9322,27.55966,37.83043,52.41186,55.38703,19.71299,21.86052,42.35568,34.2776,43.86583,20.84412,21.23329,61.31375,35.3566,18.32413,7.89586,78.08054,13.44618,1.40224,16.23986,65.60025,62.04411,13.97946,27.7065,4.16827,47.9147,78.98852,35.66546,20.92501,17.13907,1.76797,40.88952,10.09028,45.68069,50.71688,52.95435,60.42058,55.67748,55.67748,59.86543,52.92007,27.47964,47.48064,12.55948,31.67994,66.98747,56.30853,74.11737,70.84021,43.54448,66.18086,10.92361,60.35819,37.49018,20.42379,68.72956,61.23206,10.25281,6.95709,42.73905
2024-03-25,1.93909,21.86525,76.84455,59.99639,47.10379,75.87827,10.06153,27.28178,27.2838,37.52983,54.01429,55.81628,20.38073,23.06999,44.23556,34.47196,53.99316,28.85495,21.57247,61.81845,47.00303,19.30256,7.32478,71.09235,12.98716,1.55632,14.88122,59.80361,57.55159,13.55139,26.04818,4.12722,45.87155,79.5099,32.55212,21.64743,16.02543,1.8275,40.34172,10.19626,45.39103,51.05008,51.82026,82.98854,55.86832,55.86832,46.98795,49.11965,27.03687,46.36479,10.87695,32.04199,67.77851,53.56399,73.27155,67.71693,41.8762,64.41542,10.45115,66.66666,34.79932,19.20743,67.5584,65.85752,9.76683,7.04266,44.16531
